Rank,Country/Territory,Name,Date,Points Accumulated
12,CHN,Du Yue,2019-05-07,"28,240"
13,CHN,Dong Wen Jing,2019-05-07,"27,730"
14,THA,Puttita Supajirakul,2019-05-07,"26,910"
15,CHN,Liu Xuan Xuan,2019-05-07,"25,930"
16,RUS,Ekaterina Malkova,2019-05-07,"25,100"
17,MAS,Chow Mei Kuan,2019-05-07,"24,550"
18,KOR,Baek Ha Na,2019-05-07,"23,900"
19,INA,Yulfira Barkah,2019-05-07,"23,720"
20,TPE,Hsu Ya Ching,2019-05-07,"23,690"
21,MAS,Vivian Hoo,2019-05-07,"22,070"
22,IND,Ashwini Ponnappa,2019-05-07,"22,040"
23,JPN,Shiho Tanaka,2019-05-07,"21,300"
24,JPN,Nami Matsuyama,2019-05-07,"20,790"
25,ENG,Chloe Birch,2019-05-07,"20,320"
26,THA,Chayanit Chaladchalam,2019-05-07,"19,870"
27,FRA,Emilie Lefel,2019-05-07,"18,320"
28,JPN,Ayako Sakuramoto,2019-05-07,"17,960"
29,INA,Della Destiara Haris,2019-05-07,"17,640"
30,HKG,Ng Wing Yung,2019-05-07,"17,090"
31,INA,Agatha Imanuela,2019-05-07,"17,040"
32,CHN,Chen Lu,2019-05-07,"16,450"
33,GER,Johanna Käpplein,2019-05-07,"15,920"
34,TPE,Chang Ching Hui,2019-05-07,"14,360"
35,NED,Selena Piek,2019-05-07,"14,250"
36,HKG,Ng Tsz Yau,2019-05-07,"14,080"
37,IND,Pooja Dandu,2019-05-07,"13,310"
38,FRA,Delphine Delrue,2019-05-07,"12,970"
39,KOR,Kim Hye Jeong,2019-05-07,"12,120"
40,TPE,Pai Yu Po,2019-05-07,"12,060"
41,AUS,Setyana Mapasa,2019-05-07,"11,810"
42,CHN,Chen Xiao Fei,2019-05-07,"11,300"
43,GER,Linda Efler,2019-05-07,"10,860"
44,INA,Della Destiara Haris,2019-05-07,"8,570"
45,TPE,Cheng Chi Ya,2019-05-07,"8,270"
46,INA,Febriana Dwipuji Kusuma,2019-05-07,"7,960"
47,JPN,Akane Araki,2019-05-07,"7,610"
48,CHN,Cao Tong Wei,2019-05-07,"7,450"
49,CAN,Rachel Honderich,2019-05-07,"7,420"
50,INA,Anggia Shitta Awanda,2019-05-07,"7,100"
51,IND,Jakkampudi Meghana,2019-05-07,"6,890"
52,USA,Emily Kan,2019-05-07,"6,850"
53,IND,Aparna Balan,2019-05-07,"6,710"
54,CHN,Chen Ying Ying,2019-05-07,"6,600"
55,SUI,Nadia Fankhauser,2019-05-07,"6,530"
56,THA,Pacharapun Chochuwong,2019-05-07,"5,820"
57,JPN,Sayaka Hobara,2019-05-07,"5,520"
58,ITA,Silvia Garino,2019-05-07,"5,450"
59,CHN,Chen Fang Hui,2019-05-07,"5,140"
60,USA,Ariel Lee,2019-05-07,"4,880"
61,KOR,Lee So Hee,2019-05-07,"4,800"
62,GER,Annabella Jaeger,2019-05-07,"4,700"
63,SWE,Emma Karlsson,2019-05-07,"4,670"
64,DEN,Alexandra Bøje,2019-05-07,"4,420"
65,THA,Natchpapha Chatupornkarnchana,2019-05-07,"3,890"
66,DEN,Alexandra Bøje,2019-05-07,"3,850"
67,GER,Eva Janssens,2019-05-07,"3,620"
68,SGP,Yue Yann Jaslyn Hooi,2019-05-07,"3,600"
68,IND,B Venkata Ramya Tulasi Bailupudi,2019-05-07,"3,600"
68,EGY,Doha Hany,2019-05-07,"3,600"
68,INA,Dhea Bunga Anjani,2019-05-07,"3,600"
68,THA,Nattamon Laisuan,2019-05-07,"3,600"
73,KOR,Jeong Na Eun,2019-05-07,"3,030"
73,TPE,Kuo Yu Wen,2019-05-07,"3,030"
75,DEN,Maiken Fruergaard,2019-05-07,"3,000"
76,EST,Kati-Kreet Käsner,2019-05-07,"2,960"
76,GER,Judith Petrikowski,2019-05-07,"2,960"
78,FRA,Sharone Bauer,2019-05-07,"2,770"
78,HUN,Nikoletta Bukoviczki,2019-05-07,"2,770"
80,NZL,Jasmin Chung Man Ng,2019-05-07,"2,750"
80,ESP,Paula Lopez,2019-05-07,"2,750"
80,THA,Chasinee Korepap,2019-05-07,"2,750"
80,THA,Suchanya Kanchanasaka,2019-05-07,"2,750"
80,INA,Della Destiara Haris,2019-05-07,"2,750"
85,CHN,Yang Xiao Yu,2019-05-07,"2,580"
86,SGP,Ker'Sara Koh,2019-05-07,"2,220"
86,SGP,Putri Sari Dewi Citra,2019-05-07,"2,220"
86,SGP,Jin Yu Jia,2019-05-07,"2,220"
86,IND,Rudrani Jaiswal,2019-05-07,"2,220"
86,IND,Megha Morchana Bora,2019-05-07,"2,220"
86,IND,Jamaludeen Anees Kowsar,2019-05-07,"2,220"
86,MAS,Anna Ching Yik Cheong,2019-05-07,"2,220"
86,IND,Varsha V Belawadi,2019-05-07,"2,220"
86,IND,Shenan Christian,2019-05-07,"2,220"
86,IND,Simran Singhi,2019-05-07,"2,220"
86,INA,Dian Fitriani,2019-05-07,"2,220"
86,INA,Tania Oktaviani Kusumah,2019-05-07,"2,220"
98,TPE,Liu Chiao-Yun,2019-05-07,"2,110"
98,INA,Virni Putri,2019-05-07,"2,110"
98,THA,Lalinrat Chaiwan,2019-05-07,"2,110"
1,INA,Greysia Polii,2019-04-02,"33,870"
2,JPN,Mayu Matsumoto,2019-04-02,"27,940"
3,BUL,Gabriela Stoeva,2019-04-02,"26,070"
4,KOR,Kim So Yeong,2019-04-02,"24,870"
5,CHN,Chen Qing Chen,2019-04-02,"24,740"
6,JPN,Yuki Fukushima,2019-04-02,"24,720"
7,JPN,Misaki Matsutomo,2019-04-02,"24,570"
8,CHN,Li Wen Mei,2019-04-02,"22,420"
9,THA,Jongkolphan Kititharakul,2019-04-02,"22,330"
10,KOR,Chang Ye Na,2019-04-02,"21,880"
11,RUS,Ekaterina Malkova,2019-04-02,"20,780"
12,INA,Ni Ketut Mahadewi Istarani,2019-04-02,"20,500"
13,THA,Puttita Supajirakul,2019-04-02,"20,370"
14,MAS,Chow Mei Kuan,2019-04-02,"20,220"
15,FRA,Emilie Lefel,2019-04-02,"18,320"
16,IND,Ashwini Ponnappa,2019-04-02,"17,710"
17,ENG,Chloe Birch,2019-04-02,"17,660"
18,TPE,Hsu Ya Ching,2019-04-02,"17,140"
19,MAS,Vivian Hoo,2019-04-02,"16,660"
20,GER,Johanna Käpplein,2019-04-02,"15,920"
21,JPN,Shiho Tanaka,2019-04-02,"15,890"
22,INA,Yulfira Barkah,2019-04-02,"15,790"
23,JPN,Nami Matsuyama,2019-04-02,"15,750"
24,HKG,Ng Wing Yung,2019-04-02,"15,420"
25,CHN,Du Yue,2019-04-02,"15,040"
26,CHN,Dong Wen Jing,2019-04-02,"14,910"
27,NED,Selena Piek,2019-04-02,"14,250"
28,KOR,Baek Ha Na,2019-04-02,"14,250"
29,CHN,Liu Xuan Xuan,2019-04-02,"14,100"
30,THA,Chayanit Chaladchalam,2019-04-02,"13,330"
31,FRA,Delphine Delrue,2019-04-02,"12,970"
32,INA,Della Destiara Haris,2019-04-02,"12,760"
33,INA,Agatha Imanuela,2019-04-02,"12,710"
34,HKG,Ng Tsz Yau,2019-04-02,"11,860"
35,CHN,Chen Lu,2019-04-02,"11,570"
36,TPE,Pai Yu Po,2019-04-02,"10,390"
37,JPN,Ayako Sakuramoto,2019-04-02,"10,260"
38,IND,Pooja Dandu,2019-04-02,"9,710"
39,TPE,Chang Ching Hui,2019-04-02,"9,390"
40,GER,Linda Efler,2019-04-02,"9,190"
41,INA,Della Destiara Haris,2019-04-02,"8,570"
42,TPE,Cheng Chi Ya,2019-04-02,"8,270"
43,INA,Febriana Dwipuji Kusuma,2019-04-02,"7,960"
44,CHN,Cao Tong Wei,2019-04-02,"7,450"
45,CHN,Chen Xiao Fei,2019-04-02,"7,450"
46,CAN,Rachel Honderich,2019-04-02,"7,420"
47,IND,Jakkampudi Meghana,2019-04-02,"6,890"
48,USA,Emily Kan,2019-04-02,"6,850"
49,IND,Aparna Balan,2019-04-02,"6,710"
50,CHN,Chen Ying Ying,2019-04-02,"6,600"
51,SUI,Nadia Fankhauser,2019-04-02,"6,530"
52,ITA,Silvia Garino,2019-04-02,"5,450"
53,CHN,Chen Fang Hui,2019-04-02,"5,140"
54,JPN,Akane Araki,2019-04-02,"4,860"
55,KOR,Lee So Hee,2019-04-02,"4,800"
56,GER,Annabella Jaeger,2019-04-02,"4,700"
57,SWE,Emma Karlsson,2019-04-02,"4,670"
58,DEN,Alexandra Bøje,2019-04-02,"4,420"
59,DEN,Alexandra Bøje,2019-04-02,"3,850"
60,GER,Eva Janssens,2019-04-02,"3,620"
61,IND,B Venkata Ramya Tulasi Bailupudi,2019-04-02,"3,600"
61,EGY,Doha Hany,2019-04-02,"3,600"
61,INA,Dhea Bunga Anjani,2019-04-02,"3,600"
61,THA,Nattamon Laisuan,2019-04-02,"3,600"
65,KOR,Jeong Na Eun,2019-04-02,"3,030"
65,TPE,Kuo Yu Wen,2019-04-02,"3,030"
67,DEN,Maiken Fruergaard,2019-04-02,"3,000"
68,EST,Kati-Kreet Käsner,2019-04-02,"2,960"
68,GER,Judith Petrikowski,2019-04-02,"2,960"
70,FRA,Sharone Bauer,2019-04-02,"2,770"
70,HUN,Nikoletta Bukoviczki,2019-04-02,"2,770"
72,ESP,Paula Lopez,2019-04-02,"2,750"
72,THA,Chasinee Korepap,2019-04-02,"2,750"
72,THA,Suchanya Kanchanasaka,2019-04-02,"2,750"
75,CHN,Yang Xiao Yu,2019-04-02,"2,580"
76,IND,Rudrani Jaiswal,2019-04-02,"2,220"
76,IND,Megha Morchana Bora,2019-04-02,"2,220"
76,INA,Anggia Shitta Awanda,2019-04-02,"2,220"
76,IND,Jamaludeen Anees Kowsar,2019-04-02,"2,220"
76,THA,Pacharapun Chochuwong,2019-04-02,"2,220"
76,MAS,Anna Ching Yik Cheong,2019-04-02,"2,220"
76,IND,Varsha V Belawadi,2019-04-02,"2,220"
76,IND,Shenan Christian,2019-04-02,"2,220"
76,IND,Simran Singhi,2019-04-02,"2,220"
76,INA,Dian Fitriani,2019-04-02,"2,220"
76,INA,Tania Oktaviani Kusumah,2019-04-02,"2,220"
76,USA,Ariel Lee,2019-04-02,"2,220"
76,AUS,Setyana Mapasa,2019-04-02,"2,220"
89,TPE,Liu Chiao-Yun,2019-04-02,"2,110"
89,INA,Virni Putri,2019-04-02,"2,110"
89,THA,Lalinrat Chaiwan,2019-04-02,"2,110"
89,TPE,Li Zi Qing,2019-04-02,"2,110"
89,CHN,Yan Chen Xue,2019-04-02,"2,110"
89,TPE,Cheng Yu Chieh,2019-04-02,"2,110"
95,DEN,Julie Finne-Ipsen,2019-04-02,"1,670"
95,LAT,Liana Lencevica,2019-04-02,"1,670"
95,GER,Annabella Jaeger,2019-04-02,"1,670"
95,ESP,Blanca Lucas,2019-04-02,"1,670"
95,THA,Pacharapun Chochuwong,2019-04-02,"1,670"
95,THA,Natchpapha Chatupornkarnchana,2019-04-02,"1,670"
1,JPN,Mayu Matsumoto,2019-04-16,"43,190"
2,INA,Greysia Polii,2019-04-16,"38,190"
3,JPN,Yuki Fukushima,2019-04-16,"37,190"
4,CHN,Chen Qing Chen,2019-04-16,"35,740"
5,THA,Jongkolphan Kititharakul,2019-04-16,"35,070"
6,JPN,Misaki Matsutomo,2019-04-16,"32,490"
7,KOR,Chang Ye Na,2019-04-16,"31,800"
8,CHN,Li Wen Mei,2019-04-16,"30,120"
9,INA,Ni Ketut Mahadewi Istarani,2019-04-16,"28,770"
10,THA,Puttita Supajirakul,2019-04-16,"26,910"
11,BUL,Gabriela Stoeva,2019-04-16,"26,070"
12,RUS,Ekaterina Malkova,2019-04-16,"25,100"
13,KOR,Kim So Yeong,2019-04-16,"24,870"
14,CHN,Du Yue,2019-04-16,"24,390"
15,KOR,Baek Ha Na,2019-04-16,"23,900"
16,CHN,Liu Xuan Xuan,2019-04-16,"23,180"
17,MAS,Chow Mei Kuan,2019-04-16,"22,880"
18,CHN,Dong Wen Jing,2019-04-16,"22,830"
19,INA,Yulfira Barkah,2019-04-16,"22,050"
20,TPE,Hsu Ya Ching,2019-04-16,"22,020"
21,JPN,Nami Matsuyama,2019-04-16,"20,790"
22,IND,Ashwini Ponnappa,2019-04-16,"20,370"
23,ENG,Chloe Birch,2019-04-16,"20,320"
24,THA,Chayanit Chaladchalam,2019-04-16,"19,870"
25,MAS,Vivian Hoo,2019-04-16,"19,320"
26,JPN,Shiho Tanaka,2019-04-16,"18,550"
27,FRA,Emilie Lefel,2019-04-16,"18,320"
28,JPN,Ayako Sakuramoto,2019-04-16,"17,960"
29,INA,Della Destiara Haris,2019-04-16,"17,640"
30,CHN,Chen Lu,2019-04-16,"16,450"
31,GER,Johanna Käpplein,2019-04-16,"15,920"
32,HKG,Ng Wing Yung,2019-04-16,"15,420"
33,INA,Agatha Imanuela,2019-04-16,"15,370"
34,NED,Selena Piek,2019-04-16,"14,250"
35,HKG,Ng Tsz Yau,2019-04-16,"14,080"
36,IND,Pooja Dandu,2019-04-16,"13,310"
37,FRA,Delphine Delrue,2019-04-16,"12,970"
38,KOR,Kim Hye Jeong,2019-04-16,"12,120"
39,TPE,Chang Ching Hui,2019-04-16,"11,610"
40,TPE,Pai Yu Po,2019-04-16,"10,390"
41,AUS,Setyana Mapasa,2019-04-16,"10,140"
42,GER,Linda Efler,2019-04-16,"9,190"
43,INA,Della Destiara Haris,2019-04-16,"8,570"
44,TPE,Cheng Chi Ya,2019-04-16,"8,270"
45,INA,Febriana Dwipuji Kusuma,2019-04-16,"7,960"
46,CHN,Cao Tong Wei,2019-04-16,"7,450"
47,CHN,Chen Xiao Fei,2019-04-16,"7,450"
48,CAN,Rachel Honderich,2019-04-16,"7,420"
49,INA,Anggia Shitta Awanda,2019-04-16,"7,100"
50,IND,Jakkampudi Meghana,2019-04-16,"6,890"
51,USA,Emily Kan,2019-04-16,"6,850"
52,IND,Aparna Balan,2019-04-16,"6,710"
53,CHN,Chen Ying Ying,2019-04-16,"6,600"
54,SUI,Nadia Fankhauser,2019-04-16,"6,530"
55,THA,Pacharapun Chochuwong,2019-04-16,"5,820"
56,ITA,Silvia Garino,2019-04-16,"5,450"
57,CHN,Chen Fang Hui,2019-04-16,"5,140"
58,USA,Ariel Lee,2019-04-16,"4,880"
59,JPN,Akane Araki,2019-04-16,"4,860"
60,KOR,Lee So Hee,2019-04-16,"4,800"
61,GER,Annabella Jaeger,2019-04-16,"4,700"
62,SWE,Emma Karlsson,2019-04-16,"4,670"
63,DEN,Alexandra Bøje,2019-04-16,"4,420"
64,THA,Natchpapha Chatupornkarnchana,2019-04-16,"3,890"
65,DEN,Alexandra Bøje,2019-04-16,"3,850"
66,GER,Eva Janssens,2019-04-16,"3,620"
67,SGP,Yue Yann Jaslyn Hooi,2019-04-16,"3,600"
67,IND,B Venkata Ramya Tulasi Bailupudi,2019-04-16,"3,600"
67,EGY,Doha Hany,2019-04-16,"3,600"
67,INA,Dhea Bunga Anjani,2019-04-16,"3,600"
67,THA,Nattamon Laisuan,2019-04-16,"3,600"
72,KOR,Jeong Na Eun,2019-04-16,"3,030"
72,TPE,Kuo Yu Wen,2019-04-16,"3,030"
74,DEN,Maiken Fruergaard,2019-04-16,"3,000"
75,EST,Kati-Kreet Käsner,2019-04-16,"2,960"
75,GER,Judith Petrikowski,2019-04-16,"2,960"
77,FRA,Sharone Bauer,2019-04-16,"2,770"
77,HUN,Nikoletta Bukoviczki,2019-04-16,"2,770"
79,ESP,Paula Lopez,2019-04-16,"2,750"
79,THA,Chasinee Korepap,2019-04-16,"2,750"
79,THA,Suchanya Kanchanasaka,2019-04-16,"2,750"
82,CHN,Yang Xiao Yu,2019-04-16,"2,580"
83,SGP,Ker'Sara Koh,2019-04-16,"2,220"
83,SGP,Putri Sari Dewi Citra,2019-04-16,"2,220"
83,SGP,Jin Yu Jia,2019-04-16,"2,220"
83,IND,Rudrani Jaiswal,2019-04-16,"2,220"
83,IND,Megha Morchana Bora,2019-04-16,"2,220"
83,IND,Jamaludeen Anees Kowsar,2019-04-16,"2,220"
83,MAS,Anna Ching Yik Cheong,2019-04-16,"2,220"
83,IND,Varsha V Belawadi,2019-04-16,"2,220"
83,IND,Shenan Christian,2019-04-16,"2,220"
83,IND,Simran Singhi,2019-04-16,"2,220"
83,INA,Dian Fitriani,2019-04-16,"2,220"
83,INA,Tania Oktaviani Kusumah,2019-04-16,"2,220"
95,TPE,Liu Chiao-Yun,2019-04-16,"2,110"
95,INA,Virni Putri,2019-04-16,"2,110"
95,THA,Lalinrat Chaiwan,2019-04-16,"2,110"
95,TPE,Li Zi Qing,2019-04-16,"2,110"
95,CHN,Yan Chen Xue,2019-04-16,"2,110"
95,TPE,Cheng Yu Chieh,2019-04-16,"2,110"
1,JPN,Mayu Matsumoto,2019-03-12,"27,940"
2,KOR,Kim So Yeong,2019-03-12,"24,870"
3,JPN,Yuki Fukushima,2019-03-12,"24,720"
4,INA,Greysia Polii,2019-03-12,"24,670"
5,JPN,Misaki Matsutomo,2019-03-12,"24,570"
6,BUL,Gabriela Stoeva,2019-03-12,"21,170"
7,CHN,Chen Qing Chen,2019-03-12,"20,890"
8,THA,Puttita Supajirakul,2019-03-12,"20,370"
9,RUS,Ekaterina Malkova,2019-03-12,"18,560"
10,INA,Ni Ketut Mahadewi Istarani,2019-03-12,"18,280"
11,THA,Jongkolphan Kititharakul,2019-03-12,"15,910"
12,JPN,Shiho Tanaka,2019-03-12,"15,890"
13,CHN,Li Wen Mei,2019-03-12,"15,300"
14,CHN,Du Yue,2019-03-12,"15,040"
15,KOR,Chang Ye Na,2019-03-12,"14,880"
16,NED,Selena Piek,2019-03-12,"14,250"
17,FRA,Emilie Lefel,2019-03-12,"13,620"
17,CHN,Dong Wen Jing,2019-03-12,"13,620"
19,MAS,Chow Mei Kuan,2019-03-12,"12,420"
20,HKG,Ng Wing Yung,2019-03-12,"11,820"
21,MAS,Vivian Hoo,2019-03-12,"11,620"
22,TPE,Hsu Ya Ching,2019-03-12,"10,790"
23,GER,Johanna Käpplein,2019-03-12,"10,780"
24,ENG,Chloe Birch,2019-03-12,"10,490"
25,JPN,Ayako Sakuramoto,2019-03-12,"10,260"
26,INA,Yulfira Barkah,2019-03-12,"10,010"
27,FRA,Delphine Delrue,2019-03-12,"9,940"
28,JPN,Nami Matsuyama,2019-03-12,"9,800"
29,HKG,Ng Tsz Yau,2019-03-12,"9,640"
30,TPE,Pai Yu Po,2019-03-12,"9,100"
31,IND,Ashwini Ponnappa,2019-03-12,"8,820"
32,KOR,Baek Ha Na,2019-03-12,"8,750"
33,INA,Della Destiara Haris,2019-03-12,"8,570"
34,THA,Chayanit Chaladchalam,2019-03-12,"8,290"
35,GER,Linda Efler,2019-03-12,"6,440"
36,INA,Della Destiara Haris,2019-03-12,"6,340"
37,INA,Agatha Imanuela,2019-03-12,"6,110"
38,INA,Febriana Dwipuji Kusuma,2019-03-12,"5,850"
39,CHN,Liu Xuan Xuan,2019-03-12,"5,820"
40,CHN,Chen Lu,2019-03-12,"5,220"
41,KOR,Lee So Hee,2019-03-12,"4,800"
42,CAN,Rachel Honderich,2019-03-12,"4,670"
42,SWE,Emma Karlsson,2019-03-12,"4,670"
42,IND,Jakkampudi Meghana,2019-03-12,"4,670"
45,CHN,Cao Tong Wei,2019-03-12,"4,420"
45,TPE,Chang Ching Hui,2019-03-12,"4,420"
45,DEN,Alexandra Bøje,2019-03-12,"4,420"
48,INA,Dhea Bunga Anjani,2019-03-12,"3,600"
49,DEN,Maiken Fruergaard,2019-03-12,"3,000"
50,TPE,Cheng Chi Ya,2019-03-12,"2,750"
50,ESP,Paula Lopez,2019-03-12,"2,750"
50,CHN,Chen Ying Ying,2019-03-12,"2,750"
50,THA,Chasinee Korepap,2019-03-12,"2,750"
50,THA,Suchanya Kanchanasaka,2019-03-12,"2,750"
55,IND,Pooja Dandu,2019-03-12,"2,330"
56,AUS,Setyana Mapasa,2019-03-12,"2,220"
56,INA,Tania Oktaviani Kusumah,2019-03-12,"2,220"
56,INA,Dian Fitriani,2019-03-12,"2,220"
56,MAS,Anna Ching Yik Cheong,2019-03-12,"2,220"
60,THA,Kittipak Dubthuk,2019-03-12,"1,670"
60,IND,Aparna Balan,2019-03-12,"1,670"
60,THA,Kunjira Khongdee,2019-03-12,"1,670"
60,BEL,Lise Jaques,2019-03-12,"1,670"
60,ITA,Silvia Garino,2019-03-12,"1,670"
60,NED,Debora Jille,2019-03-12,"1,670"
60,UKR,Maryna Ilyinskaya,2019-03-12,"1,670"
60,USA,Emily Kan,2019-03-12,"1,670"
60,THA,Thanapim Kaweenuntavong,2019-03-12,"1,670"
60,TPE,Chen Su Yu,2019-03-12,"1,670"
60,GER,Eva Janssens,2019-03-12,"1,670"
60,TUR,Bengisu Ercetin,2019-03-12,"1,670"
60,LAT,Liana Lencevica,2019-03-12,"1,670"
60,GER,Annabella Jaeger,2019-03-12,"1,670"
60,ESP,Blanca Lucas,2019-03-12,"1,670"
60,THA,Pacharapun Chochuwong,2019-03-12,"1,670"
60,THA,Natchpapha Chatupornkarnchana,2019-03-12,"1,670"
60,THA,Pornpicha Choeikeewong,2019-03-12,"1,670"
60,THA,Saranchana Chaikittiwat,2019-03-12,"1,670"
60,THA,Manassiri Bowonwitthanakul,2019-03-12,"1,670"
60,CHN,Cao Tong Wei,2019-03-12,"1,670"
60,SUI,Nadia Fankhauser,2019-03-12,"1,670"
82,INA,Monika Insani,2019-03-12,880
82,MAS,"Lim Peiy Yee, Payee",2019-03-12,880
82,INA,Ririn Amelia,2019-03-12,880
82,INA,Ayu Gary Luma Maharani,2019-03-12,880
86,GER,Olga Roj,2019-03-12,660
86,THA,Ornnicha Jongsathapornparn,2019-03-12,660
86,IND,Rutaparna Panda,2019-03-12,660
1,THA,Puttita Supajirakul,2019-01-15,"7,000"
2,CHN,Li Wen Mei,2019-01-15,"5,950"
3,RUS,Ekaterina Malkova,2019-01-15,"4,900"
3,NED,Selena Piek,2019-01-15,"4,900"
5,JPN,Nami Matsuyama,2019-01-15,"3,850"
5,THA,Chayanit Chaladchalam,2019-01-15,"3,850"
5,HKG,Ng Wing Yung,2019-01-15,"3,850"
5,THA,Jongkolphan Kititharakul,2019-01-15,"3,850"
9,INA,Yulfira Barkah,2019-01-15,"2,750"
9,THA,Suchanya Kanchanasaka,2019-01-15,"2,750"
9,INA,Febriana Dwipuji Kusuma,2019-01-15,"2,750"
9,FRA,Emilie Lefel,2019-01-15,"2,750"
9,THA,Chasinee Korepap,2019-01-15,"2,750"
9,INA,Della Destiara Haris,2019-01-15,"2,750"
9,CHN,Chen Ying Ying,2019-01-15,"2,750"
9,TPE,Pai Yu Po,2019-01-15,"2,750"
17,THA,Pacharapun Chochuwong,2019-01-15,"1,670"
17,INA,Agatha Imanuela,2019-01-15,"1,670"
17,HKG,Ng Tsz Yau,2019-01-15,"1,670"
17,IND,Aparna Balan,2019-01-15,"1,670"
17,THA,Kunjira Khongdee,2019-01-15,"1,670"
17,FRA,Delphine Delrue,2019-01-15,"1,670"
17,USA,Emily Kan,2019-01-15,"1,670"
17,THA,Thanapim Kaweenuntavong,2019-01-15,"1,670"
17,INA,Ni Ketut Mahadewi Istarani,2019-01-15,"1,670"
17,TPE,Hsu Ya Ching,2019-01-15,"1,670"
17,CHN,Cao Tong Wei,2019-01-15,"1,670"
17,THA,Kittipak Dubthuk,2019-01-15,"1,670"
17,THA,Manassiri Bowonwitthanakul,2019-01-15,"1,670"
17,THA,Saranchana Chaikittiwat,2019-01-15,"1,670"
17,THA,Pornpicha Choeikeewong,2019-01-15,"1,670"
17,THA,Natchpapha Chatupornkarnchana,2019-01-15,"1,670"
33,THA,Ornnicha Jongsathapornparn,2019-01-15,660
1,THA,Puttita Supajirakul,2019-01-22,"10,600"
2,JPN,Yuki Fukushima,2019-01-22,"9,200"
3,NED,Selena Piek,2019-01-22,"8,500"
4,INA,Greysia Polii,2019-01-22,"7,800"
5,INA,Yulfira Barkah,2019-01-22,"7,790"
6,RUS,Ekaterina Malkova,2019-01-22,"7,120"
7,INA,Ni Ketut Mahadewi Istarani,2019-01-22,"6,710"
8,JPN,Mayu Matsumoto,2019-01-22,"6,420"
8,JPN,Misaki Matsutomo,2019-01-22,"6,420"
10,INA,Della Destiara Haris,2019-01-22,"6,350"
11,THA,Chayanit Chaladchalam,2019-01-22,"6,070"
11,HKG,Ng Wing Yung,2019-01-22,"6,070"
11,THA,Jongkolphan Kititharakul,2019-01-22,"6,070"
14,CHN,Li Wen Mei,2019-01-22,"5,950"
15,FRA,Delphine Delrue,2019-01-22,"5,270"
16,JPN,Ayako Sakuramoto,2019-01-22,"5,040"
16,KOR,Chang Ye Na,2019-01-22,"5,040"
18,FRA,Emilie Lefel,2019-01-22,"4,970"
19,HKG,Ng Tsz Yau,2019-01-22,"3,890"
19,INA,Agatha Imanuela,2019-01-22,"3,890"
21,JPN,Nami Matsuyama,2019-01-22,"3,850"
22,INA,Febriana Dwipuji Kusuma,2019-01-22,"3,630"
23,MAS,Vivian Hoo,2019-01-22,"3,600"
23,KOR,Kim So Yeong,2019-01-22,"3,600"
23,BUL,Gabriela Stoeva,2019-01-22,"3,600"
23,IND,Ashwini Ponnappa,2019-01-22,"3,600"
27,TPE,Pai Yu Po,2019-01-22,"2,750"
27,THA,Suchanya Kanchanasaka,2019-01-22,"2,750"
27,CHN,Chen Ying Ying,2019-01-22,"2,750"
27,THA,Chasinee Korepap,2019-01-22,"2,750"
31,GER,Johanna Käpplein,2019-01-22,"2,220"
31,MAS,Chow Mei Kuan,2019-01-22,"2,220"
31,AUS,Setyana Mapasa,2019-01-22,"2,220"
31,CHN,Dong Wen Jing,2019-01-22,"2,220"
31,JPN,Shiho Tanaka,2019-01-22,"2,220"
31,CHN,Liu Xuan Xuan,2019-01-22,"2,220"
31,GER,Linda Efler,2019-01-22,"2,220"
31,ENG,Chloe Birch,2019-01-22,"2,220"
31,MAS,Anna Ching Yik Cheong,2019-01-22,"2,220"
40,THA,Natchpapha Chatupornkarnchana,2019-01-22,"1,670"
40,IND,Aparna Balan,2019-01-22,"1,670"
40,THA,Kunjira Khongdee,2019-01-22,"1,670"
40,USA,Emily Kan,2019-01-22,"1,670"
40,THA,Thanapim Kaweenuntavong,2019-01-22,"1,670"
40,TPE,Hsu Ya Ching,2019-01-22,"1,670"
40,CHN,Cao Tong Wei,2019-01-22,"1,670"
40,THA,Kittipak Dubthuk,2019-01-22,"1,670"
40,THA,Manassiri Bowonwitthanakul,2019-01-22,"1,670"
40,THA,Saranchana Chaikittiwat,2019-01-22,"1,670"
40,THA,Pornpicha Choeikeewong,2019-01-22,"1,670"
40,THA,Pacharapun Chochuwong,2019-01-22,"1,670"
52,MAS,"Lim Peiy Yee, Payee",2019-01-22,880
53,THA,Ornnicha Jongsathapornparn,2019-01-22,660
1,INA,Greysia Polii,2019-04-09,"38,190"
2,CHN,Chen Qing Chen,2019-04-09,"35,740"
3,JPN,Mayu Matsumoto,2019-04-09,"33,990"
4,JPN,Yuki Fukushima,2019-04-09,"30,770"
5,THA,Jongkolphan Kititharakul,2019-04-09,"30,030"
6,KOR,Chang Ye Na,2019-04-09,"29,580"
7,JPN,Misaki Matsutomo,2019-04-09,"28,890"
8,INA,Ni Ketut Mahadewi Istarani,2019-04-09,"26,550"
9,BUL,Gabriela Stoeva,2019-04-09,"26,070"
10,RUS,Ekaterina Malkova,2019-04-09,"25,100"
11,CHN,Li Wen Mei,2019-04-09,"25,080"
12,KOR,Kim So Yeong,2019-04-09,"24,870"
13,THA,Puttita Supajirakul,2019-04-09,"24,690"
14,CHN,Du Yue,2019-04-09,"24,390"
15,MAS,Chow Mei Kuan,2019-04-09,"22,880"
