,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
2314,Victor_China_Open,2023-09-05,China,MD,4,0,47,Japan,India,"Keiichiro Matsui, Yoshinori Takeuchi",7,"Keiichiro Matsui, Yoshinori Takeuchi",0,23,21,21,19,0,0,44,40,2,0,4,3,5,4,1,1,1
2315,Petronas_Malaysia_Open,2024-01-10,Malaysia,MD,6,0,62,Malaysia,Denmark,"Aaron Chia, Soh Wooi Yik",3,"Aaron Chia, Soh Wooi Yik",0,20,22,21,13,21,13,62,48,2,1,2,2,8,4,1,0,1
2316,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,4,0,34,Korea,Chinesetaipei,"Kang Min Hyuk, Seo Seung Jae",0,"Kang Min Hyuk, Seo Seung Jae",7,21,13,21,14,0,0,42,27,2,0,2,0,5,3,3,1,1
2317,Yonex_All_England_Open,2022-03-16,England,XD,4,0,38,Denmark,Malaysia,"Mathias Thyrri, Amalie Magelund",0,"Mathias Thyrri, Amalie Magelund",0,21,18,21,16,0,0,42,34,2,0,7,0,5,5,1,1,1
2318,Petronas_Malaysia_Open,2024-01-13,Malaysia,MS,4,0,41,Denmark,Chinesetaipei,Anders Antonsen,0,Anders Antonsen,0,21,16,21,7,0,0,42,23,2,0,4,0,5,5,2,1,1
2319,Petronas_Malaysia_Open,2024-01-12,Malaysia,XD,4,0,37,China,Korea,"Jiang Zhen Bang, Wei Ya Xin",5,"Jiang Zhen Bang, Wei Ya Xin",3,21,19,21,14,0,0,42,33,2,0,2,0,5,4,2,4,1
2320,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,WS,4,0,30,Japan,Japan,Saena Kawakami,0,Saena Kawakami,0,21,15,21,7,0,0,42,22,2,0,3,0,11,5,2,1,1
2321,Petronas_Malaysia_Open,2024-01-09,Malaysia,MS,4,0,49,Indonesia,Chinesetaipei,Anthony Sinisuka Ginting,4,Anthony Sinisuka Ginting,0,21,18,21,12,0,0,42,30,2,0,2,0,5,4,2,0,1
2322,Petronas_Malaysia_Open,2024-01-14,Malaysia,XD,4,0,37,Japan,Korea,"Yuta Watanabe, Arisa Higashino",2,"Yuta Watanabe, Arisa Higashino",7,21,18,21,15,0,0,42,33,2,0,5,0,4,3,2,3,1
2323,Victor_China_Open,2023-09-07,China,XD,6,0,59,Malaysia,Korea,"Chen Tang Jie, Toh Ee Wei",0,"Chen Tang Jie, Toh Ee Wei",6,21,15,15,21,21,18,57,54,2,1,7,1,9,3,1,2,1
2324,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,4,0,40,Malaysia,Chinesetaipei,Goh Jin Wei,0,Goh Jin Wei,0,21,18,21,11,0,0,42,29,2,0,3,0,5,5,1,0,1
2325,Petronas_Malaysia_Open,2024-01-13,Malaysia,MD,4,0,47,India,Korea,"Satwiksairaj Rankireddy, Chirag Shetty",0,"Satwiksairaj Rankireddy, Chirag Shetty",0,21,18,22,20,0,0,43,38,2,0,4,6,8,5,5,3,1
2326,Victor_China_Open,2023-09-06,China,XD,4,0,37,France,China,"Thom Gicquel, Delphine Delrue",7,"Thom Gicquel, Delphine Delrue",0,21,10,21,19,0,0,42,29,2,0,3,0,5,4,1,0,1
2327,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,4,0,37,Malaysia,Malaysia,"Aaron Chia, Soh Wooi Yik",3,"Aaron Chia, Soh Wooi Yik",0,21,15,21,16,0,0,42,31,2,0,2,0,5,3,6,3,1
2328,Petronas_Malaysia_Open,2024-01-12,Malaysia,MS,4,0,49,Chinesetaipei,China,Lin Chun-Yi,0,Lin Chun-Yi,3,21,12,21,18,0,0,42,30,2,0,3,0,5,5,2,1,1
2329,Victor_China_Open,2023-09-05,China,WD,6,0,78,Japan,France,"Nami Matsuyama, Chiharu Shida",3,"Nami Matsuyama, Chiharu Shida",6,21,15,22,24,21,18,64,57,2,1,3,4,5,5,3,0,1
2330,Petronas_Malaysia_Open,2024-01-14,Malaysia,WS,6,0,58,Korea,Chinesetaipei,An Se Young,1,An Se Young,4,10,21,21,10,21,18,52,49,2,1,2,2,5,5,12,2,1
2331,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,4,0,23,China,Canada,"Liang Wei Keng, Wang Chang",6,"Liang Wei Keng, Wang Chang",0,21,13,21,13,0,0,42,26,2,0,2,0,7,3,2,0,1
2332,Petronas_Malaysia_Open,2024-01-09,Malaysia,MD,4,0,47,Japan,Germany,"Keiichiro Matsui, Yoshinori Takeuchi",7,"Keiichiro Matsui, Yoshinori Takeuchi",0,22,20,21,16,0,0,43,36,2,0,3,0,4,6,2,0,1
2333,Petronas_Malaysia_Open,2024-01-10,Malaysia,WD,4,0,38,Japan,Usa,"Nami Matsuyama, Chiharu Shida",0,"Nami Matsuyama, Chiharu Shida",0,21,11,21,9,0,0,42,20,2,0,2,0,5,3,2,0,1
2334,Petronas_Malaysia_Open,2024-01-13,Malaysia,MS,6,0,70,China,Denmark,Shi Yu Qi,7,Shi Yu Qi,1,21,12,19,21,21,17,61,50,2,1,2,1,5,4,3,10,1
2335,Victor_China_Open,2023-09-07,China,XD,4,0,31,Thailand,Indonesia,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",4,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",0,21,16,21,13,0,0,42,29,2,0,4,0,6,3,7,0,1
2336,Petronas_Malaysia_Open,2024-01-14,Malaysia,WD,4,0,52,China,China,"Liu Sheng Shu, Tan Ning",0,"Liu Sheng Shu, Tan Ning",0,21,18,21,18,0,0,42,36,2,0,2,0,5,4,4,2,1
2337,Petronas_Malaysia_Open,2024-01-12,Malaysia,WD,4,0,42,China,Japan,"Zhang Shu Xian, Zheng Yu",0,"Zhang Shu Xian, Zheng Yu",0,21,17,21,15,0,0,42,32,2,0,2,0,6,4,2,2,1
2338,Petronas_Malaysia_Open,2024-01-11,Malaysia,WD,4,0,32,China,Usa,"Zhang Shu Xian, Zheng Yu",0,"Zhang Shu Xian, Zheng Yu",0,21,14,21,8,0,0,42,22,2,0,4,0,6,3,2,0,1
2339,Yonex_All_England_Open,2024-03-12,England,WD,4,0,33,Thailand,Chinesetaipei,"Benyapa Aimsaard, Nuntakarn Aimsaard",0,"Benyapa Aimsaard, Nuntakarn Aimsaard",0,21,18,21,12,0,0,42,30,2,0,2,0,7,4,1,0,1
2340,Victor_China_Open,2023-09-06,China,WS,6,0,59,Japan,Thailand,Saena Kawakami,0,Saena Kawakami,0,12,21,22,20,22,20,56,61,2,1,3,5,6,5,3,1,1
2341,Petronas_Malaysia_Open,2024-01-14,Malaysia,MS,4,0,55,Denmark,China,Anders Antonsen,0,Anders Antonsen,7,21,14,21,13,0,0,42,27,2,0,3,0,7,4,3,6,1
2342,Petronas_Malaysia_Open,2024-01-13,Malaysia,MD,6,0,50,China,Japan,"Liang Wei Keng, Wang Chang",1,"Liang Wei Keng, Wang Chang",7,21,12,19,21,21,13,61,46,2,1,3,1,5,4,5,2,1
2343,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,WS,4,0,40,China,Japan,Chen Yu Fei,4,Chen Yu Fei,0,21,17,21,11,0,0,42,28,2,0,3,0,6,3,1,0,1
2344,Petronas_Malaysia_Open,2024-01-12,Malaysia,WS,6,0,55,China,Japan,Zhang Yi Man,0,Zhang Yi Man,3,12,21,21,17,21,17,54,55,2,1,2,1,5,9,1,6,1
2345,Petronas_Malaysia_Open,2024-01-09,Malaysia,XD,6,0,51,Singapore,Chinesetaipei,"Hee Yong Kai Terry, Tan Wei Han Jessica",0,"Hee Yong Kai Terry, Tan Wei Han Jessica",0,15,21,21,19,21,12,57,52,2,1,2,1,5,6,1,1,1
2346,Petronas_Malaysia_Open,2024-01-10,Malaysia,MS,6,0,79,China,Chinesetaipei,Li Shi Feng,3,Li Shi Feng,0,23,21,15,21,21,18,59,60,2,1,5,2,4,4,1,1,1
2347,Victor_China_Open,2023-09-07,China,XD,4,0,45,Chinesetaipei,China,"Ye Hong Wei, Lee Chia Hsin",0,"Ye Hong Wei, Lee Chia Hsin",3,21,18,21,19,0,0,42,37,2,0,2,0,4,5,2,1,1
2348,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,4,0,32,China,Japan,"Liang Wei Keng, Wang Chang",1,"Liang Wei Keng, Wang Chang",7,21,14,21,14,0,0,42,28,2,0,4,0,6,5,3,0,1
2349,Petronas_Malaysia_Open,2024-01-14,Malaysia,MD,6,0,58,China,India,"Liang Wei Keng, Wang Chang",1,"Liang Wei Keng, Wang Chang",0,9,21,21,18,21,17,51,56,2,1,3,1,6,5,5,2,1
2350,Yonex_All_England_Open,2024-03-12,England,MS,4,0,47,Japan,Chinesetaipei,Koki Watanabe,0,Koki Watanabe,0,21,14,21,13,0,0,42,27,2,0,2,0,6,4,4,0,1
2351,Victor_China_Open,2023-09-06,China,WD,6,0,73,Malaysia,Indonesia,"Anna Ching Yik Cheong, Teoh Mei Xing",0,"Anna Ching Yik Cheong, Teoh Mei Xing",0,19,21,21,15,22,20,62,56,2,1,3,1,9,6,1,0,1
2352,Petronas_Malaysia_Open,2024-01-12,Malaysia,MD,6,0,54,China,Indonesia,"Liang Wei Keng, Wang Chang",1,"Liang Wei Keng, Wang Chang",5,16,21,21,17,21,18,58,56,2,1,4,3,5,5,6,3,1
2353,Yonex_All_England_Open,2024-03-13,England,WS,4,0,33,Chinesetaipei,Japan,Tai Tzu Ying,3,Tai Tzu Ying,0,21,11,21,16,0,0,42,27,2,0,3,0,7,3,9,6,1
2354,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,4,0,37,China,India,Zhang Yi Man,0,Zhang Yi Man,0,21,15,21,15,0,0,42,30,2,0,2,0,5,4,3,0,1
2355,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,WS,4,0,36,Germany,Spain,Yvonne Li,0,Yvonne Li,0,21,16,21,15,0,0,42,31,2,0,2,0,6,4,4,1,1
2356,Petronas_Malaysia_Open,2024-01-10,Malaysia,XD,4,0,35,Japan,Usa,"Hiroki Midorikawa, Natsu Saito",0,"Hiroki Midorikawa, Natsu Saito",0,21,13,21,13,0,0,42,26,2,0,4,0,7,3,2,0,1
2357,Petronas_Malaysia_Open,2024-01-11,Malaysia,WD,6,0,63,Japan,Japan,"Rena Miyaura, Ayako Sakuramoto",0,"Rena Miyaura, Ayako Sakuramoto",0,21,11,13,21,21,18,55,50,2,1,2,4,7,6,2,2,1
2358,Victor_China_Open,2023-09-07,China,XD,4,0,45,France,Japan,"Thom Gicquel, Delphine Delrue",7,"Thom Gicquel, Delphine Delrue",0,21,19,21,17,0,0,42,36,2,0,3,0,6,3,1,1,1
2359,Yonex_All_England_Open,2024-03-14,England,WS,4,0,42,Korea,India,An Se Young,1,An Se Young,0,21,19,21,11,0,0,42,30,2,0,5,0,5,5,6,0,1
2360,Petronas_Malaysia_Open,2024-01-12,Malaysia,MD,4,0,35,India,China,"Satwiksairaj Rankireddy, Chirag Shetty",0,"Satwiksairaj Rankireddy, Chirag Shetty",0,21,11,21,8,0,0,42,19,2,0,4,0,7,3,2,0,1
2361,Yonex_All_England_Open,2024-03-12,England,XD,6,0,70,Malaysia,France,"Tan Kian Meng, Lai Pei Jing",0,"Tan Kian Meng, Lai Pei Jing",0,12,21,21,19,21,14,54,54,2,1,2,2,6,6,1,2,1
2362,Victor_China_Open,2023-09-06,China,WD,4,0,47,Japan,China,"Rena Miyaura, Ayako Sakuramoto",0,"Rena Miyaura, Ayako Sakuramoto",6,21,18,21,18,0,0,42,36,2,0,3,0,6,4,2,2,1
2363,Yonex_All_England_Open,2024-03-15,England,WS,6,0,62,Japan,Indonesia,Akane Yamaguchi,4,Akane Yamaguchi,7,21,10,20,22,21,18,62,50,2,1,5,1,12,5,14,5,1
2364,Yonex_All_England_Open,2024-03-13,England,XD,4,0,29,Chinesetaipei,Korea,"Ye Hong Wei, Lee Chia Hsin",0,"Ye Hong Wei, Lee Chia Hsin",3,21,17,21,10,0,0,42,27,2,0,4,0,6,3,2,2,1
2365,Petronas_Malaysia_Open,2024-01-10,Malaysia,WD,4,0,46,Hongkong,Germany,"Yeung Nga Ting, Yeung Pui Lam",0,"Yeung Nga Ting, Yeung Pui Lam",0,21,17,21,16,0,0,42,33,2,0,2,0,5,4,2,1,1
2366,Victor_China_Open,2023-09-07,China,WS,4,0,40,Korea,China,An Se Young,1,An Se Young,0,21,14,22,20,0,0,43,34,2,0,3,0,5,3,8,2,1
2367,Yonex_All_England_Open,2024-03-16,England,WD,4,0,48,Japan,Japan,"Nami Matsuyama, Chiharu Shida",0,"Nami Matsuyama, Chiharu Shida",0,21,15,21,12,0,0,42,27,2,0,5,0,5,3,2,2,1
2368,Petronas_Malaysia_Open,2024-01-11,Malaysia,WD,4,0,49,Japan,Korea,"Rin Iwanaga, Kie Nakanishi",0,"Rin Iwanaga, Kie Nakanishi",3,21,16,21,16,0,0,42,32,2,0,3,0,7,4,2,3,1
2369,Petronas_Malaysia_Open,2024-01-09,Malaysia,XD,6,0,58,Indonesia,Germany,"Rehan Naufal Kusharjanto, Lisa Ayu Kusumawati",0,"Rehan Naufal Kusharjanto, Lisa Ayu Kusumawati",0,21,15,12,21,21,17,54,53,2,1,3,1,5,7,2,2,1
2370,Yonex_All_England_Open,2024-03-14,England,WD,6,0,60,Japan,Indonesia,"Rena Miyaura, Ayako Sakuramoto",0,"Rena Miyaura, Ayako Sakuramoto",0,14,21,21,10,21,16,56,47,2,1,2,4,7,4,1,0,1
2371,Petronas_Malaysia_Open,2024-01-12,Malaysia,WD,6,0,68,China,China,"Liu Sheng Shu, Tan Ning",0,"Liu Sheng Shu, Tan Ning",1,21,12,17,21,21,10,59,43,2,1,3,3,8,6,2,4,1
2372,Yonex_All_England_Open,2024-03-12,England,MD,6,0,65,China,Malaysia,"Liu Yu Chen, Ou Xuan Yi",8,"Liu Yu Chen, Ou Xuan Yi",0,15,21,23,21,21,14,59,56,2,1,2,5,4,5,4,1,1
2373,Yonex_All_England_Open,2024-03-15,England,WD,2,1,3,Japan,Thailand,"Nami Matsuyama, Chiharu Shida",0,"Nami Matsuyama, Chiharu Shida",0,6,0,0,0,0,0,6,0,1,0,0,0,6,0,7,1,1
2374,Yonex_All_England_Open,2024-03-16,England,MS,6,0,75,Indonesia,France,Anthony Sinisuka Ginting,5,Anthony Sinisuka Ginting,0,19,21,21,5,21,11,61,37,2,1,2,1,13,5,2,1,1
2375,Yonex_All_England_Open,2024-03-13,England,XD,6,0,57,Malaysia,Thailand,"Chen Tang Jie, Toh Ee Wei",0,"Chen Tang Jie, Toh Ee Wei",6,21,14,12,21,21,15,54,50,2,1,2,2,5,6,2,5,1
2376,Victor_China_Open,2023-09-07,China,MD,4,0,43,Japan,Japan,"Takuro Hoki, Yugo Kobayashi",5,"Takuro Hoki, Yugo Kobayashi",7,21,17,21,19,0,0,42,36,2,0,6,0,7,3,4,0,1
2377,Petronas_Malaysia_Open,2024-01-10,Malaysia,XD,6,0,70,Indonesia,England,"Dejan Ferdinansyah, Gloria Emanuelle Widjaja",0,"Dejan Ferdinansyah, Gloria Emanuelle Widjaja",0,21,11,19,21,21,19,61,51,2,1,2,4,5,7,3,0,1
2378,Petronas_Malaysia_Open,2024-01-09,Malaysia,XD,4,0,43,Thailand,China,"Supak Jomkoh, Supissara Paewsampran",0,"Supak Jomkoh, Supissara Paewsampran",4,22,20,21,19,0,0,43,39,2,0,6,0,5,3,2,5,1
2379,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,4,0,43,China,Thailand,Chen Yu Fei,2,Chen Yu Fei,0,21,15,21,18,0,0,42,33,2,0,2,0,5,7,18,3,1
2380,Petronas_Malaysia_Open,2024-01-12,Malaysia,MS,6,0,61,China,China,Shi Yu Qi,7,Shi Yu Qi,0,8,21,21,11,21,10,50,42,2,1,3,1,8,9,10,2,1
2381,Yonex_All_England_Open,2024-03-15,England,XD,4,0,40,China,Indonesia,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",0,21,11,21,19,0,0,42,30,2,0,6,0,9,3,6,0,1
2382,Yonex_All_England_Open,2024-03-14,England,MS,4,0,33,Malaysia,Singapore,Lee Zii Jia,0,Lee Zii Jia,0,21,15,21,12,0,0,42,27,2,0,2,0,8,5,6,2,1
2383,Yonex_All_England_Open,2024-03-12,England,XD,6,0,66,Denmark,Japan,"Mathias Christiansen, Alexandra Bøje",0,"Mathias Christiansen, Alexandra Bøje",0,22,24,21,14,21,14,64,52,2,1,4,2,4,5,1,0,1
2384,Yonex_All_England_Open,2024-03-16,England,WD,6,0,86,Korea,Korea,"Baek Ha Na, Lee So Hee",2,"Baek Ha Na, Lee So Hee",3,21,17,18,21,21,16,60,54,2,1,3,1,6,5,6,1,1
2385,Yonex_All_England_Open,2024-03-17,England,WD,6,0,90,Korea,Japan,"Baek Ha Na, Lee So Hee",2,"Baek Ha Na, Lee So Hee",0,21,19,11,21,21,17,53,57,2,1,4,1,4,4,8,2,1
2386,Victor_China_Open,2023-09-07,China,WS,4,0,37,Denmark,Germany,Line Højmark Kjaersfeldt,0,Line Højmark Kjaersfeldt,0,21,19,21,10,0,0,42,29,2,0,2,0,5,3,6,2,1
2387,Yonex_All_England_Open,2024-03-15,England,MS,4,0,45,France,Japan,Christo Popov,0,Christo Popov,0,21,17,21,10,0,0,42,27,2,0,3,0,5,5,2,1,1
2388,Yonex_All_England_Open,2024-03-13,England,WS,4,0,38,Korea,Thailand,Kim Ga Eun,0,Kim Ga Eun,0,21,16,21,18,0,0,42,34,2,0,3,0,5,3,4,1,1
2389,Petronas_Malaysia_Open,2024-01-09,Malaysia,MS,4,0,38,Hongkong,Japan,Ng Ka Long Angus,0,Ng Ka Long Angus,0,21,15,21,9,0,0,42,24,2,0,2,0,6,3,5,2,1
2390,Petronas_Malaysia_Open,2024-01-11,Malaysia,XD,4,0,38,Japan,Denmark,"Yuta Watanabe, Arisa Higashino",2,"Yuta Watanabe, Arisa Higashino",0,21,15,21,11,0,0,42,26,2,0,3,0,5,2,2,0,1
2391,Petronas_Malaysia_Open,2024-01-10,Malaysia,MS,4,0,49,Japan,France,Kodai Naraoka,2,Kodai Naraoka,0,21,15,21,7,0,0,42,22,2,0,5,0,6,3,2,0,1
2392,Yonex_All_England_Open,2024-03-16,England,WS,6,0,82,Japan,Korea,Akane Yamaguchi,4,Akane Yamaguchi,1,21,10,19,21,21,14,61,45,2,1,4,1,7,4,13,11,1
2393,Yonex_All_England_Open,2024-03-14,England,MS,6,0,70,Indonesia,Thailand,Jonatan Christie,0,Jonatan Christie,8,21,19,18,21,21,13,60,53,2,1,5,3,5,3,6,3,1
2394,Yonex_All_England_Open,2024-03-12,England,WS,4,0,42,Usa,Denmark,Beiwen Zhang,0,Beiwen Zhang,0,22,20,21,18,0,0,43,38,2,0,4,2,6,5,9,3,1
2395,Yonex_All_England_Open,2024-03-17,England,WS,2,1,50,Spain,Japan,Carolina Marin,5,Carolina Marin,4,26,24,0,0,0,0,26,24,1,0,3,5,8,4,10,8,1
2396,Yonex_All_England_Open,2024-03-15,England,WS,6,0,75,Chinesetaipei,China,Tai Tzu Ying,3,Tai Tzu Ying,6,16,21,21,16,22,20,59,57,2,1,4,2,7,8,16,4,1
2397,Yonex_All_England_Open,2024-03-16,England,MS,6,0,68,Indonesia,India,Jonatan Christie,0,Jonatan Christie,0,21,12,10,21,21,15,52,48,2,1,5,1,5,7,4,2,1
2398,Victor_China_Open,2023-09-07,China,MD,6,0,60,China,Chinesetaipei,"Liu Yu Chen, Ou Xuan Yi",7,"Liu Yu Chen, Ou Xuan Yi",0,15,21,21,17,21,18,57,56,2,1,3,1,5,6,1,0,1
2399,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,6,0,67,Scotland,Turkey,Kirsty Gilmour,0,Kirsty Gilmour,0,21,23,21,14,21,13,63,50,2,1,5,1,10,5,5,1,1
2400,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,4,0,34,Chinesetaipei,Thailand,Tai Tzu Ying,4,Tai Tzu Ying,0,21,7,21,11,0,0,42,18,2,0,3,0,7,4,17,4,1
2401,Yonex_All_England_Open,2024-03-13,England,MD,4,0,39,Japan,England,"Takuro Hoki, Yugo Kobayashi",6,"Takuro Hoki, Yugo Kobayashi",0,21,9,21,19,0,0,42,28,2,0,4,0,5,3,5,1,1
2402,Yonex_All_England_Open,2024-03-12,England,MS,4,0,33,Denmark,India,Viktor Axelsen,1,Viktor Axelsen,0,21,9,21,9,0,0,42,18,2,0,2,0,6,2,11,3,1
2403,Yonex_All_England_Open,2024-03-17,England,MS,4,0,55,Indonesia,Indonesia,Jonatan Christie,0,Jonatan Christie,5,21,15,21,14,0,0,42,29,2,0,2,0,6,3,4,6,1
2404,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,4,0,42,China,Denmark,He Bing Jiao,6,He Bing Jiao,0,21,15,21,15,0,0,42,30,2,0,2,0,5,5,8,0,1
2405,Yonex_All_England_Open,2024-03-14,England,WS,4,0,39,Indonesia,Usa,Gregoria Mariska Tunjung,7,Gregoria Mariska Tunjung,0,21,19,24,22,0,0,45,41,2,0,4,1,3,7,6,2,1
2406,Yonex_All_England_Open,2024-03-15,England,MS,6,0,69,Indonesia,Denmark,Anthony Sinisuka Ginting,5,Anthony Sinisuka Ginting,1,8,21,21,18,21,19,50,58,2,1,4,4,8,9,5,13,1
2407,Yonex_All_England_Open,2024-03-16,England,XD,4,0,38,Japan,Netherlands,"Yuta Watanabe, Arisa Higashino",2,"Yuta Watanabe, Arisa Higashino",0,21,14,21,16,0,0,42,30,2,0,3,0,6,5,4,1,1
2408,Yonex_All_England_Open,2024-03-17,England,XD,4,0,38,China,Japan,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",2,21,16,21,11,0,0,42,27,2,0,4,0,6,3,15,5,1
2409,Petronas_Malaysia_Open,2024-01-09,Malaysia,MD,4,0,44,Chinesetaipei,India,"Fang-Chih Lee, Fang-Jen Lee",0,"Fang-Chih Lee, Fang-Jen Lee",0,21,16,21,19,0,0,42,35,2,0,3,0,5,4,1,0,1
2410,Victor_China_Open,2023-09-07,China,MS,4,0,30,Japan,Hongkong,Kanta Tsuneyama,0,Kanta Tsuneyama,0,21,9,21,8,0,0,42,17,2,0,4,0,10,3,6,0,1
2411,Yonex_All_England_Open,2024-03-12,England,MD,4,0,30,Denmark,France,"Kim Astrup, Anders Skaarup Rasmussen",4,"Kim Astrup, Anders Skaarup Rasmussen",0,21,16,21,13,0,0,42,29,2,0,2,0,6,4,7,0,1
2412,Yonex_All_England_Open,2024-03-16,England,WS,4,0,46,Spain,Chinesetaipei,Carolina Marin,5,Carolina Marin,3,21,13,21,12,0,0,42,25,2,0,2,0,8,5,12,12,1
2413,Yonex_All_England_Open,2024-03-13,England,MS,4,0,37,Indonesia,Chinesetaipei,Jonatan Christie,0,Jonatan Christie,0,21,4,21,15,0,0,42,19,2,0,2,0,8,3,9,7,1
2414,Yonex_All_England_Open,2024-03-15,England,WS,4,0,55,Spain,China,Carolina Marin,5,Carolina Marin,2,21,17,21,15,0,0,42,32,2,0,3,0,10,8,6,7,1
2415,Petronas_Malaysia_Open,2024-01-11,Malaysia,MS,4,0,67,China,Indonesia,Lu Guang Zu,0,Lu Guang Zu,4,23,21,25,23,0,0,48,44,2,0,5,3,3,3,1,5,1
2416,Yonex_All_England_Open,2024-03-14,England,XD,4,0,42,Indonesia,England,"Dejan Ferdinansyah, Gloria Emanuelle Widjaja",0,"Dejan Ferdinansyah, Gloria Emanuelle Widjaja",0,21,17,21,9,0,0,42,26,2,0,2,0,7,4,3,0,1
2417,Petronas_Malaysia_Open,2024-01-10,Malaysia,MS,6,0,102,Thailand,Japan,Kunlavut Vitidsarn,5,Kunlavut Vitidsarn,0,21,14,21,23,21,15,63,52,2,1,8,1,6,4,5,3,1
2418,Yonex_All_England_Open,2024-03-17,England,MD,4,0,44,Indonesia,Malaysia,"Fajar Alfian, Muhammad Rian Ardianto",7,"Fajar Alfian, Muhammad Rian Ardianto",5,21,16,21,16,0,0,42,32,2,0,5,0,6,3,4,4,1
2419,Yonex_All_England_Open,2024-03-16,England,MD,4,0,36,Malaysia,Chinesetaipei,"Aaron Chia, Soh Wooi Yik",5,"Aaron Chia, Soh Wooi Yik",0,21,16,21,15,0,0,42,31,2,0,2,0,6,4,4,0,1
2420,Petronas_Malaysia_Open,2024-01-09,Malaysia,XD,6,0,60,Malaysia,England,"Goh Soon Huat, Lai Shevon Jemie",0,"Goh Soon Huat, Lai Shevon Jemie",0,21,16,15,21,21,17,57,54,2,1,5,1,5,4,4,1,1
2421,Yonex_All_England_Open,2024-03-12,England,WS,4,0,30,Indonesia,Singapore,Gregoria Mariska Tunjung,7,Gregoria Mariska Tunjung,0,21,13,21,14,0,0,42,27,2,0,4,0,8,3,7,3,1
2422,Victor_China_Open,2023-09-07,China,WD,4,0,57,Indonesia,Korea,"Apriyani Rahayu, Siti Fadia Silva Ramadhanti",0,"Apriyani Rahayu, Siti Fadia Silva Ramadhanti",0,21,16,21,18,0,0,42,34,2,0,4,0,4,4,3,1,1
2423,Yonex_All_England_Open,2024-03-15,England,MS,2,1,23,Indonesia,China,Jonatan Christie,0,Jonatan Christie,2,21,12,0,0,0,0,21,12,1,0,2,0,5,3,8,7,1
2424,Yonex_All_England_Open,2024-03-14,England,XD,4,0,38,China,Denmark,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",0,21,16,21,17,0,0,42,33,2,0,3,0,5,7,6,0,1
2425,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,2,1,30,China,Indonesia,"He Ji Ting, Ren Xiang Yu",0,"He Ji Ting, Ren Xiang Yu",1,21,17,0,0,0,0,21,17,1,0,1,0,5,4,2,0,1
2426,Kapal_Api_Indonesia_Open,2024-06-04,Indonesia,XD,4,0,32,Korea,Malaysia,"Seo Seung Jae, Chae Yu Jung",4,"Seo Seung Jae, Chae Yu Jung",0,21,13,21,15,0,0,42,28,2,0,4,0,7,3,4,1,1
2427,Yonex_All_England_Open,2024-03-13,England,WD,2,1,25,Korea,China,"Kim So Yeong, Kong Hee Yong",3,"Kim So Yeong, Kong Hee Yong",0,21,14,0,0,0,0,21,14,1,0,3,0,4,4,2,0,1
2428,Petronas_Malaysia_Open,2024-01-10,Malaysia,MD,4,0,44,India,Indonesia,"Satwiksairaj Rankireddy, Chirag Shetty",0,"Satwiksairaj Rankireddy, Chirag Shetty",0,21,18,21,19,0,0,42,37,2,0,5,0,6,4,4,4,1
2429,Yonex_All_England_Open,2024-03-16,England,XD,4,0,39,China,China,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",4,21,14,21,13,0,0,42,27,2,0,5,0,9,3,7,1,1
2430,Yonex_All_England_Open,2024-03-15,England,MD,4,0,45,Indonesia,Chinesetaipei,"Fajar Alfian, Muhammad Rian Ardianto",7,"Fajar Alfian, Muhammad Rian Ardianto",2,21,14,24,22,0,0,45,36,2,0,2,3,3,3,6,3,1
